Recency,Frequency,Monetary
0.9579579579579579,0.0,0.9982892237405268
0.3763763763763764,0.8828828828828829,0.9250142938941949
0.555055055055055,0.42542542542542544,0.7731525865863691
0.2067067067067067,0.6696696696696697,0.7666757219224083
0.944944944944945,0.25125125125125125,0.28634678137296576
0.537037037037037,0.7097097097097097,0.8422452166054132
0.8193193193193193,0.04704704704704704,0.02702335939243253
0.8498498498498498,0.6041041041041041,0.6456402760591669
0.6196196196196196,0.19269269269269268,0.3859973867872948
0.2527527527527528,0.6091091091091091,0.8649274405597199
0.7827827827827827,0.8218218218218218,0.9554594395233507
0.026026026026026026,0.27727727727727725,0.6669575078367262
0.06656656656656657,0.9256504812079227,0.9570022042130241
0.45095095095095095,0.8188188188188188,0.8550773144221786
0.9209209209209209,0.14464464464464463,0.13944726798536117
0.32732732732732733,0.9325673431823058,0.9431237500771602
0.35685685685685686,0.32982982982982983,0.43799675268313226
0.3843843843843844,0.7097097097097097,0.6956464768771424
0.9262445653443968,0.3188188188188188,0.48775114151838594
0.8273273273273274,0.16216216216216217,0.11684159460614972
0.4444444444444444,0.8698698698698699,0.8982750601163303
0.32732732732732733,0.6301301301301301,0.7858153337428965
0.35185185185185186,0.5720720720720721,0.6917158953665657
0.9714714714714714,0.2082082082082082,0.31561360978890685
0.2957957957957958,0.4414414414414415,0.537443756626951
0.10010010010010009,0.25125125125125125,0.38438272439434057
0.9488119667670741,0.6836836836836837,0.7507019654865633
0.9404404404404405,0.9116306866760049,0.9169270508179621
0.5805805805805806,0.4954954954954955,0.5775843924932187
0.23573573573573575,0.7657657657657657,0.8584152505610487
0.06656656656656657,0.7512512512512513,0.7807648766917639
0.3173173173173173,0.37487487487487486,0.4544735864952407
0.8018018018018018,0.14464464464464463,0.34677511605986566
0.15665665665665665,0.7542542542542543,0.8619088152299037
0.5725725725725725,0.4339339339339339,0.4371439385461271
0.23573573573573575,0.7542542542542543,0.387179814419858
0.36936936936936937,0.6346346346346347,0.7428918740695164
0.7312312312312312,0.37487487487487486,0.6876761952160606
0.04504504504504504,0.8568568568568569,0.8763237726880206
0.7027027027027027,0.8128128128128128,0.8355872214615132
0.4119119119119119,0.7097097097097097,0.7515996651829648
0.018518518518518517,0.6091091091091091,0.6521034168942595
0.6256256256256256,0.06106106106106106,0.0253836796391815
0.955955955955956,0.16216216216216217,0.17892732721828936
0.4294294294294294,0.06106106106106106,0.36646977058367575
0.7202202202202201,0.585085085085085,0.7621033692714201
0.2527527527527528,0.7687687687687688,0.8931356465934586
0.4294294294294294,0.6836836836836837,0.7617580084631823
0.7267267267267268,0.7687687687687688,0.8698672107359399
0.5035035035035035,0.7777777777777778,0.9807829144151198
0.8783783783783783,0.3638638638638638,0.5151979562264696
0.549049049049049,0.6191191191191191,0.6766761339445921
0.8018018018018018,0.47997997997998,0.5428965418109639
0.7962962962962963,0.26376376376376376,0.44307927463277463
0.2832832832832833,0.9931075895908816,0.9990980741454146
0.3763763763763764,0.8898898898898899,0.9030319956117786
0.6511511511511512,0.44994994994994997,0.5035038424428984
0.7312312312312312,0.4019019019019019,0.46326734670970154
0.15665665665665665,0.5305305305305306,0.5623721999253009
0.7567567567567568,0.487987987987988,0.5611027796425454
0.5985985985985985,0.8113113113113113,0.7818247038769218
0.7492492492492493,0.4139139139139139,0.7670766986251342
0.5665665665665666,0.46646646646646645,0.5502824044469924
0.8048048048048048,0.4139139139139139,0.4525459793054333
0.23573573573573575,0.42542542542542544,0.5692082800385846
0.2957957957957958,0.943943943943944,0.9690792904388499
0.07957957957957958,0.7442442442442443,0.9080881345803922
0.39789789789789787,0.16216216216216217,0.2082113349209798
0.018518518518518517,0.9194194194194194,0.9580849829571533
0.3913913913913914,0.7752752752752752,0.9398411608762796
0.07957957957957958,0.9729729729729729,0.9851031487901304
0.5855855855855856,0.5615615615615616,0.5619502108606322
0.5725725725725725,0.46646646646646645,0.9679639357646714
0.9646483951457304,0.23773773773773774,0.4155117326823525
0.06656656656656657,0.8958958958958959,0.9380435083125215
0.14314314314314314,0.7477477477477478,0.8705150492351071
0.9864864864864864,0.16216216216216217,0.1218866220028838
0.7787787787787788,0.17817817817817816,0.12008136368524572
0.2527527527527528,0.04704704704704704,0.0731024332504018
0.4754754754754755,0.5985985985985987,0.6217782959277006
0.5115115115115115,0.3638638638638638,0.3957377629851522
0.4054054054054054,0.3188188188188188,0.37943225326010316
0.2527527527527528,0.8880604028438587,0.9188405372361393
0.7667667667667668,0.11061061061061062,0.1491524295259671
0.10010010010010009,0.9619619619619619,0.9739726693631992
0.17267267267267267,0.3188188188188188,0.3694956611776213
0.7007007007007007,0.5185185185185186,0.522542343167854
0.46846846846846846,0.22322322322322324,0.8974902494117039
0.5430430430430431,0.7257257257257257,0.8388056403738303
0.4054054054054054,0.8113113113113113,0.8844295278908987
0.5805805805805806,0.6236236236236237,0.8318397777384565
0.53003003003003,0.47997997997998,0.6069631131005772
0.6836836836836837,0.45895895895895894,0.5696587477286569
0.2067067067067067,0.6236236236236237,0.6698154582578416
0.05755755755755756,0.7027027027027026,0.7029300186506446
0.10010010010010009,0.4019019019019019,0.6745170520469531
0.1896896896896897,0.5455455455455456,0.5371053572344952
0.8378378378378378,0.47997997997998,0.5323890752780593
0.10010010010010009,0.9781763936490467,0.9908588929136223
0.4444444444444444,0.958958958958959,0.9589584936365289
0.458958958958959,0.8708708708708709,0.9139325608880629
0.026026026026026026,0.974080767431244,0.966078009608415
0.458958958958959,0.46646646646646645,0.530009921529021
0.15665665665665665,0.9179173100926562,0.9619655660265578
0.2527527527527528,0.9464447991198676,0.9848461236700742
0.7787787787787788,0.46646646646646645,0.5092547616054667
0.11911911911911911,0.42542542542542544,0.42452503138698683
0.3173173173173173,0.8534005163981359,0.8887466425799532
0.2527527527527528,0.9104114941012854,0.9482154794298654
0.1896896896896897,0.6761761761761762,0.8409440161571343
0.6291291291291292,0.9603981811385113,0.9307112491215664
0.07957957957957958,0.5905905905905906,0.6918567179646937
0.7472472472472473,0.22322322322322324,0.2870311475876769
0.1896896896896897,0.924924924924925,0.9458131703091016
0.9629629629629629,0.3638638638638638,0.3867658817144178
0.6346346346346347,0.29229229229229226,0.21255228357217557
0.7537537537537538,0.3188188188188188,0.37141650464967413
0.15665665665665665,0.6836836836836837,0.680749526268166
0.5805805805805806,0.2082082082082082,0.6334935588948709
0.23573573573573575,0.32982982982982983,0.34763422818882966
0.26926926926926925,0.6191191191191191,0.9243411441386556
0.7472472472472473,0.8478478478478478,0.8159882985997685
0.7962962962962963,0.8458458458458459,0.9063900927891421
0.2067067067067067,0.12712712712712712,0.39840590363805484
0.8498498498498498,0.32982982982982983,0.018018018018018018
0.7007007007007007,0.3063063063063063,0.6936947165363538
0.30680680680680683,0.6536536536536537,0.34424814432746176
0.9189189189189189,0.0945945945945946,0.12507463448662864
0.7122122122122122,0.4414414414414415,0.6170037465519621
0.8678678678678678,0.44994994994994997,0.08000720270710698
0.6511511511511512,0.45895895895895894,0.471514795225984
0.9004004004004005,0.5665665665665666,0.626131385727668
0.9735223242110758,0.23773773773773774,0.33134138507275973
0.03403403403403403,0.3638638638638638,0.6953915303366401
0.3173173173173173,0.9408869508210715,0.8420264014615165
0.7312312312312312,0.26376376376376376,0.29269459141235804
0.3613613613613613,0.8508508508508509,0.8527161211922026
0.7122122122122122,0.47997997997998,0.4625062948198421
0.3763763763763764,0.17817817817817816,0.1421312786928021
0.06656656656656657,0.7712712712712713,0.771643617180226
0.07957957957957958,0.8413413413413413,0.9293258501140469
0.458958958958959,0.6621621621621622,0.6973642626389748
0.5805805805805806,0.26376376376376376,0.2992924208112066
0.07957957957957958,0.7317317317317318,0.7901044980496356
0.32732732732732733,0.6421421421421422,0.7557463698484638
0.14314314314314314,0.25125125125125125,0.06670722488692106
0.6031031031031031,0.23773773773773774,0.30109144031808366
0.9652459973674778,0.6301301301301301,0.6475851670739271
0.6111111111111112,0.44994994994994997,0.5276819828115222
0.32732732732732733,0.9311667174691258,0.9838410112850309
0.4844844844844845,0.3063063063063063,0.31456698962238405
0.2527527527527528,0.9366044192096253,0.9477792654669845
0.22122122122122123,0.9812451640941215,0.9851495820673336
0.4844844844844845,0.5720720720720721,0.6162833029141044
0.9074074074074074,0.27727727727727725,0.321165189991029
0.555055055055055,0.5615615615615616,0.6213853158717612
0.4194194194194194,0.6536536536536537,0.6656612076270796
0.8083083083083082,0.11061061061061062,0.1602617708080746
0.7547547547547547,0.06106106106106106,0.03310237881567107
0.5725725725725725,0.5985985985985987,0.611152267243455
0.974974974974975,0.14464464464464463,0.11511511511511512
0.3763763763763764,0.29229229229229226,0.37343718217077265
0.34534534534534533,0.8033033033033032,0.46544492244111985
0.17267267267267267,0.4414414414414415,0.9825008173302331
0.9334334334334334,0.16216216216216217,0.21718518746385856
0.944944944944945,0.3063063063063063,0.4427149808674807
0.6511511511511512,0.7687687687687688,0.813288088770474
0.5175175175175175,0.23773773773773774,0.19111073009303395
0.2527527527527528,0.8708708708708709,0.9088453503785942
0.8898898898898899,0.3063063063063063,0.38408091741767036
0.9224224224224224,0.12712712712712712,0.08753664385061574
0.5935935935935936,0.27727727727727725,0.30329571856216003
0.2527527527527528,0.976597198842121,0.9752280092921096
0.3763763763763764,0.44994994994994997,0.42089770037950003
0.4444444444444444,0.6141141141141141,0.626989811881661
0.8478478478478478,0.38738738738738737,0.10588621472823105
0.9488119667670741,0.16216216216216217,0.17216958182473463
0.6946946946946947,0.7202202202202201,0.6970707739830638
0.8648648648648649,0.8458458458458459,0.4964876186003215
0.23573573573573575,0.7882882882882882,0.8633049155061132
0.5665665665665666,0.4019019019019019,0.37551688360251884
0.7407407407407407,0.3413413413413413,0.35720826171007164
0.3763763763763764,0.22322322322322324,0.14869848789895235
0.8578578578578578,0.3188188188188188,0.4167305002804497
0.1896896896896897,0.7412412412412412,0.8298498098800341
0.8533533533533533,0.7172172172172172,0.8013774477190838
0.1896896896896897,0.16216216216216217,0.1471945822187611
0.9334334334334334,0.04704704704704704,0.08551749198933854
0.3763763763763764,0.14464464464464463,0.16686627886648786
0.3173173173173173,0.45895895895895894,0.4905433746387157
0.04504504504504504,0.6491491491491492,0.9763550502483388
0.94994994994995,0.3638638638638638,0.38134007095112443
0.5075075075075075,0.26376376376376376,0.3733155535646292
0.6441441441441442,0.3063063063063063,0.36051081782046
0.4194194194194194,0.7982982982982982,0.8904764752962611
0.35685685685685686,0.37487487487487486,0.47444359405600983
0.22122122122122123,0.9009009009009009,0.9105219222196407
0.07957957957957958,0.8228228228228228,0.8765420683380993
0.34534534534534533,0.6236236236236237,0.6308821752928087
0.3173173173173173,0.6346346346346347,0.8482429509787789
0.36936936936936937,0.38738738738738737,0.4505995935636276
0.23573573573573575,0.02252252252252252,0.53559708668628
0.5725725725725725,0.23773773773773774,0.20627277034652794
0.493993993993994,0.7567567567567568,0.742456893131344
0.5665665665665666,0.6141141141141141,0.6576099276195906
0.2527527527527528,0.7712712712712713,0.8095696973781544
0.45095095095095095,0.6381381381381381,0.6703471870352024
0.549049049049049,0.27727727727727725,0.5208651931934016
0.4754754754754755,0.8523523523523524,0.8907653300933421
0.7432432432432432,0.29229229229229226,0.26522656164851915
0.53003003003003,0.7687687687687688,0.8262139456902561
0.8333333333333333,0.4339339339339339,0.5266456980613256
0.4844844844844845,0.5105105105105106,0.3072997348167935
0.23573573573573575,0.16216216216216217,0.12615984057911445
0.17267267267267267,0.7257257257257257,0.9022507990101675
0.14314314314314314,0.7317317317317318,0.7012684154660029
0.04504504504504504,0.9789393681990672,0.985694165427948
0.8498498498498498,0.16216216216216217,0.13007460561781548
0.6931931931931932,0.26376376376376376,0.2486819788265886
0.6376376376376376,0.47997997997998,0.48756601991207693
0.04504504504504504,0.7132132132132132,0.8560924280003428
0.26926926926926925,0.943943943943944,0.9594132707625771
0.10010010010010009,0.9169990810158849,0.9288798556814107
0.7827827827827827,0.5025025025025025,0.5553227508816246
0.07957957957957958,0.6346346346346347,0.6872048341760513
0.4754754754754755,0.42542542542542544,0.48698308519225875
0.33483483483483484,0.7567567567567568,0.757755558646994
0.6111111111111112,0.9680771584691175,0.953990344947187
0.7827827827827827,0.487987987987988,0.5043648183681284
0.8578578578578578,0.3188188188188188,0.40181161869857573
0.26926926926926925,0.5790790790790791,0.6679351782733186
0.6596596596596597,0.14464464464464463,0.13591787810151604
0.2957957957957958,0.5455455455455456,0.6248732467952958
0.36936936936936937,0.3413413413413413,0.8907775093603307
0.9404404404404405,0.42542542542542544,0.3964468269242207
0.647147147147147,0.6696696696696697,0.7692122524249411
0.4294294294294294,0.5305305305305306,0.7032802600036077
0.2527527527527528,0.8033033033033032,0.9062957428315727
0.6836836836836837,0.3063063063063063,0.26859906378560994
0.35185185185185186,0.42542542542542544,0.4784812718611608
0.7787787787787788,0.29229229229229226,0.2642529710374431
0.627127127127127,0.12712712712712712,0.053854848727135425
0.06656656656656657,0.5525525525525525,0.5991623264967577
0.7202202202202201,0.5185185185185186,0.8184491937770696
0.10010010010010009,0.47997997997998,0.4642839148331728
0.1896896896896897,0.8128128128128128,0.9183529040805578
0.11911911911911911,0.5455455455455456,0.752272912846166
0.2067067067067067,0.46646646646646645,0.5118742270902222
0.4844844844844845,0.06106106106106106,0.030025432920057937
0.11911911911911911,0.19269269269269268,0.19743407892222575
0.26926926926926925,0.9169990810158849,0.9118249854981911
0.9569569569569569,0.03553553553553553,0.014014014014014014
0.11911911911911911,0.8626653570437139,0.9100406824584009
0.026026026026026026,0.7567567567567568,0.8599492734627006
0.10010010010010009,0.7317317317317318,0.8748504955119192
0.95987788947839,0.14464464464464463,0.17944786873985766
0.8628628628628628,0.5105105105105106,0.469776374104531
0.6111111111111112,0.7027027027027026,0.7937895149701175
0.2832832832832833,0.5305305305305306,0.6996868051382679
0.3913913913913914,0.8663663663663663,0.9895448553933414
0.33483483483483484,0.5720720720720721,0.5809401660154053
0.14314314314314314,0.9902108135867127,0.9858755029236078
0.018518518518518517,0.9843399395983822,0.982941288265907
0.04504504504504504,0.9600775777271091,0.9719100455955378
0.2832832832832833,0.7687687687687688,0.8256229236897628
0.3173173173173173,0.8578578578578578,0.8675534540204706
0.990990990990991,0.0945945945945946,0.027158987465113534
0.6546546546546547,0.8738738738738738,0.9369096020303189
0.2957957957957958,0.6656656656656657,0.6816487974328097
0.8213213213213213,0.23773773773773774,0.33716491509584795
0.04504504504504504,0.487987987987988,0.5789493884871436
0.5235235235235236,0.4724724724724725,0.5835489026345075
0.6416416416416416,0.37487487487487486,0.45231562730125335
0.3173173173173173,0.5025025025025025,0.6096020900073917
0.6881881881881882,0.9334343108984524,0.9378771550175926
0.35685685685685686,0.5790790790790791,0.558787252457058
0.22122122122122123,0.17817817817817816,0.17307819257783968
0.53003003003003,0.3063063063063063,0.22771341172899576
0.2527527527527528,0.7202202202202201,0.830020352683819
0.15665665665665665,0.9571217137039554,0.9625040964580206
0.9262445653443968,0.4414414414414415,0.4652448794640006
0.4844844844844845,0.8578578578578578,0.8579213271398286
0.8153153153153153,0.6836836836836837,0.6632479058774127
0.06656656656656657,0.8240021346774886,0.926968621040009
0.5985985985985985,0.47997997997998,0.5767404897794354
0.07957957957957958,0.92992992992993,0.9337960016849043
0.6376376376376376,0.3063063063063063,0.3054301838688796
0.6981981981981982,0.6536536536536537,0.6372871294200357
0.34534534534534533,0.5905905905905906,0.6302254409977377
0.53003003003003,0.27727727727727725,0.19074287844286344
0.8303303303303303,0.487987987987988,0.4897487790282004
0.026026026026026026,0.9619619619619619,0.9512815082779541
0.5725725725725725,0.8626653570437139,0.8547607959491267
0.026026026026026026,0.5790790790790791,0.6208125725735721
0.17267267267267267,0.6536536536536537,0.5305282981725328
0.36936936936936937,0.5790790790790791,0.6306209438401368
0.990990990990991,0.3413413413413413,0.36659679973525905
0.3173173173173173,0.8088088088088088,0.8491965654476652
0.10010010010010009,0.8334664512139227,0.9149119085090219
0.36936936936936937,0.5380380380380381,0.5724632470523192
0.6546546546546547,0.3638638638638638,0.38146620311448326
0.26926926926926925,0.9369369369369369,0.9904375312330741
0.7762762762762763,0.17817817817817816,0.18933850499378224
0.8533533533533533,0.3188188188188188,0.33195960356767423
0.9730806554843211,0.04704704704704704,0.046875524220488206
0.8018018018018018,0.5185185185185186,0.5519451016434217
0.36936936936936937,0.04704704704704704,0.18790149565577957
0.9944944944944945,0.16216216216216217,0.09918289768553211
0.5665665665665666,0.47997997997998,0.6248094252579928
0.7312312312312312,0.37487487487487486,0.3663475864178452
0.7007007007007007,0.8258258258258258,0.435009658131041
0.4444444444444444,0.9129129129129129,0.9918949539866189
0.2527527527527528,0.7632632632632632,0.9228814410484896
0.04504504504504504,0.9998961350790533,0.9944325511331391
0.2527527527527528,0.8958958958958959,0.9196241252095728
0.9114114114114114,0.22322322322322324,0.2215160081441281
0.5805805805805806,0.5790790790790791,0.9264737738209634
0.2527527527527528,0.8948948948948949,0.9919957932024843
0.7432432432432432,0.6301301301301301,0.8759358703559583
0.8763763763763763,0.04704704704704704,0.910608179175416
0.5935935935935936,0.04704704704704704,0.04987948753162819
0.04504504504504504,0.9650182186592179,0.9682110475431801
0.6626626626626626,0.7442442442442443,0.8628886339976162
0.45095095095095095,0.7387387387387387,0.7347046585159774
0.2957957957957958,0.6536536536536537,0.7868234989838087
0.7067067067067068,0.26376376376376376,0.40631411520612976
0.9493553354671072,0.5305305305305306,0.7589336117289647
0.4754754754754755,0.9495812768225367,0.9637683532689227
0.8578578578578578,0.4339339339339339,0.6626768318824522
0.8258258258258259,0.17817817817817816,0.7041637131986895
0.32732732732732733,0.5905905905905906,0.5902025348693928
0.1896896896896897,0.6421421421421422,0.7100403352335365
0.22122122122122123,0.5615615615615616,0.5681145722126234
0.8103103103103103,0.8478478478478478,0.9149616181245673
0.7312312312312312,0.35235235235235235,0.5696234399286791
0.7222222222222222,0.7632632632632632,0.8290592617177269
0.458958958958959,0.7057057057057057,0.8198430147868055
0.07957957957957958,0.6091091091091091,0.4486737130909226
0.9819819819819819,0.2082082082082082,0.26131714420763746
0.07957957957957958,0.29229229229229226,0.3885394580060674
0.8303303303303303,0.04704704704704704,0.030222781896258294
0.8033033033033032,0.3063063063063063,0.27530074755111145
1.0,0.02252252252252252,0.14202463188688674
0.8838838838838838,0.35235235235235235,0.34611432547337573
0.627127127127127,0.3413413413413413,0.4343388086372937
0.458958958958959,0.5305305305305306,0.5803499982176842
0.2067067067067067,0.2082082082082082,0.3693734098332944
0.9839839839839839,0.19269269269269268,0.20615343143074602
0.10010010010010009,0.11061061061061062,0.9636369921678103
0.7937937937937938,0.35235235235235235,0.36632741005751185
0.6856856856856857,0.38738738738738737,0.399922703493376
0.7732732732732732,0.35235235235235235,0.40396328210549415
0.8873873873873874,0.42542542542542544,0.4183726575699559
0.4054054054054054,0.22322322322322324,0.18351848145049438
0.6309649539816864,0.02252252252252252,0.06763839641678908
0.7182182182182182,0.5455455455455456,0.6405441810905002
0.7707707707707707,0.4019019019019019,0.4472030399534573
0.9159159159159159,0.04704704704704704,0.11304043253365449
0.8898898898898899,0.2082082082082082,0.7365441784337483
0.4054054054054054,0.6091091091091091,0.6056185295091913
0.6196196196196196,0.07807807807807808,0.031177195524449867
0.5235235235235236,0.5380380380380381,0.6076197990021929
0.549049049049049,0.06106106106106106,0.7668919082400805
0.32732732732732733,0.35235235235235235,0.34333934327054527
0.4844844844844845,0.7292292292292293,0.725540050086291
0.4054054054054054,0.35235235235235235,0.36890432626899183
0.6511511511511512,0.5940940940940941,0.6264167763688504
0.7472472472472473,0.16216216216216217,0.23620566537974969
0.6111111111111112,0.47997997997998,0.961934656461597
0.8918918918918919,0.12712712712712712,0.16712564572756938
0.7267267267267268,0.37487487487487486,0.3303645868553905
0.7167167167167167,0.3413413413413413,0.3595383629660136
0.9434434434434434,0.26376376376376376,0.26213218046609743
0.32732732732732733,0.8768768768768769,0.8498369209226209
0.7667667667667668,0.17817817817817816,0.07408633257758182
0.7827827827827827,0.8063063063063063,0.5104909305159561
0.11911911911911911,0.950950950950951,0.9481292022431422
0.5035035035035035,0.7867867867867868,0.8584963788927856
0.03403403403403403,0.9729729729729729,0.9174099327655714
0.5235235235235236,0.44994994994994997,0.6545667137583783
0.5075075075075075,0.7632632632632632,0.7605792750401252
0.4844844844844845,0.5720720720720721,0.2762747042090635
0.9004004004004005,0.37487487487487486,0.30619728031515786
0.2527527527527528,0.7292292292292293,0.5841336354603625
0.6731731731731732,0.5665665665665666,0.6364914768030778
0.8698698698698699,0.5615615615615616,0.07557976515848501
0.9275588004228696,0.25125125125125125,0.26008238037539616
0.7007007007007007,0.6871871871871872,0.7926495742581878
0.05755755755755756,0.7802802802802802,0.6987340069139523
0.9944944944944945,0.03553553553553553,0.005743232630396235
0.2067067067067067,0.950950950950951,0.8166111416111651
0.5175175175175175,0.5380380380380381,0.6515269804538724
0.45095095095095095,0.06106106106106106,0.42162566807138674
0.7067067067067068,0.03553553553553553,0.08898938357581863
0.30680680680680683,0.7387387387387387,0.7404425800497053
0.9694694694694694,0.3638638638638638,0.4408916062697941
0.30680680680680683,0.9850159743057154,0.917916915232996
0.06656656656656657,0.7727727727727728,0.7466744089605346
0.5855855855855856,0.16216216216216217,0.32835568658593467
0.958958958958959,0.6421421421421422,0.4628172646453655
0.9434434434434434,0.04704704704704704,0.3223560323252443
0.7137137137137137,0.02252252252252252,0.29426885259700875
0.4754754754754755,0.7097097097097097,0.8191903355953071
0.2832832832832833,0.8534005163981359,0.7353757928099562
0.8563563563563563,0.5455455455455456,0.5785779395812319
0.4054054054054054,0.14464464464464463,0.44787079171251226
0.6231231231231231,0.0945945945945946,0.23922959182496412
0.07957957957957958,0.19269269269269268,0.7237666625707183
0.2832832832832833,0.5105105105105106,0.5205741619220934
0.0,0.0945945945945946,0.2559147933242746
0.6811811811811812,0.6621621621621622,0.6680458133135933
0.8733733733733733,0.6991991991991993,0.707881391151407
0.6196196196196196,0.06106106106106106,0.30629729665096317
0.2832832832832833,0.6991991991991993,0.32774046572786164
0.7377377377377378,0.03553553553553553,0.2832832832832833
0.6031031031031031,0.44994994994994997,0.13762076588811975
0.3913913913913914,0.3188188188188188,0.32126915907542136
0.36536536536536535,0.04704704704704704,0.16962220578426643
0.10010010010010009,0.7932932932932932,0.9895800604989744
0.8958958958958959,0.14464464464464463,0.08111716434663097
0.2067067067067067,0.6656656656656657,0.4157771371841111
0.11911911911911911,0.6301301301301301,0.8710328509249954
0.7707707707707707,0.02252252252252252,0.5407861649879253
0.3763763763763764,0.7292292292292293,0.8165368556610741
0.05755755755755756,0.6761761761761762,0.878526407749988
0.14314314314314314,0.3413413413413413,0.7557563519155385
0.15665665665665665,0.5615615615615616,0.8408638008121598
0.7202202202202201,0.3188188188188188,0.3133366276370943
0.7067067067067068,0.7727727727727728,0.8756169962881178
0.9114114114114114,0.02252252252252252,0.45845845845845845
0.026026026026026026,0.5615615615615616,0.7003001187300292
